TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;23:10;FELIPE CAMARÃO;R PADRE CICERO Nº 611;MASCULINO;BRANCA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;janeiro;19;domingo;ADOLESCENTE;23;NOTURNO
HOMICIDIO;21:02;FELIPE CAMARÃO;R PADRE CICERO, COMUNIDADE DA AFRICA;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;novembro;10;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;18:00;FELIPE CAMARÃO;R PADRE JOAO MARIA, 232;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;outubro;27;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;FELIPE CAMARÃO;TV PINHEIRO VP;MASCULINO;BRANCA;19;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;2;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;14:45;FELIPE CAMARÃO;TV QUELUZ EM FRENTE AO N° 1175;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;novembro;5;quarta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;18:17;FELIPE CAMARÃO;R NOSS SENHOR DO LIVRAMENTO;MASCULINO;NEGRA;27;ARTESAO;SUPERIOR;ARMA DE FOGO;julho;3;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;12:50;GUARAPES;AST ANATALIA;MASCULINO;BRANCA;30;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;16;domingo;ADULTO;13;VESPERTINO
HOMICIDIO;19:27;GUARAPES;EM FRENTE DO TERMINAL DE ONIBUS DA GUANABARA;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;6;domingo;ADULTO;19;NOTURNO
HOMICIDIO;20:29;GUARAPES;NO CAMPO DE FUTEBOL DOS GUARAPES;MASCULINO;NEGRA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;14;domingo;ADULTO;20;NOTURNO
HOMICIDIO;NI;GUARAPES;R ALTA DE SOUZA, S/N;MASCULINO;NEGRA;21;AUXILIAR DE MARCENEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;8;sexta-feira;ADULTO;NI;NI
HOMICIDIO;15:43;GUARAPES;AO LADO DA ESCOLA MUNICIPAL FRANCISCO VARELA;MASCULINO;PARDA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;13;quarta-feira;ADULTO;16;VESPERTINO
HOMICIDIO;18:00;GUARAPES;R CIDADE JARDIM, CIGARREIRA DA PAZ, INFERNINHO;MASCULINO;NEGRA;24;COZINHEIRO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;5;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;19:44;GUARAPES;R BELA VISTA S/N;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA BRANCA;abril;1;terça-feira;ADULTO;20;NOTURNO
HOMICIDIO;14:10;GUARAPES;R SAO BRALIO, 2000 (CADAVER ENCONTRADO ENTERRADO);MASCULINO;PARDA;38;NI;NI;ARMA BRANCA;junho;30;segunda-feira;ADULTO;14;VESPERTINO
HOMICIDIO;20:41;GUARAPES;AST ANATOLIA;MASCULINO;NEGRA;27;NI;NI;ARMA DE FOGO;junho;24;terça-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;GUARAPES;R DO IGAPO EM FRENTE AO N° 157;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;dezembro;20;sábado;ADULTO;NI;NI
HOMICIDIO;18:00;GUARAPES;R NOVO GUARAPES, PROX. A QUADRA DE ESPORTE;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;junho;22;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;20:25;GUARAPES;VIA PUBLICA;MASCULINO;NEGRA;21;DESOCUPADO(A);NI;ARMA DE FOGO;agosto;20;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;NI;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;22;sábado;ADULTO;NI;NI
HOMICIDIO;19:21;IGAPÓ;R ANTONIO SOUZA, PROXIMO A IGREJA CATOLICA;MASCULINO;NEGRA;39;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;26;sábado;ADULTO;19;NOTURNO
HOMICIDIO;18:00;IGAPÓ;R FELIPE DOS SANTOS Nº 454;MASCULINO;NEGRA;23;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;8;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;19:37;IGAPÓ;R MANOEL DE BRITO;MASCULINO;BRANCA;18;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;25;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;18:00;IGAPÓ;R SANTA LUZIA;MASCULINO;NEGRA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;3;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;22:50;IGAPÓ;R SANTO AGOSTINHO - 287;MASCULINO;NEGRA;27;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;25;sábado;ADULTO;23;NOTURNO
HOMICIDIO;NI;IGAPÓ;R SGTº CLOVIS;MASCULINO;NEGRA;27;GESSEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;7;sexta-feira;ADULTO;NI;NI
HOMICIDIO;NI;IGAPÓ;R SIQUEIRA CAMPOS - BEIRA RIO;MASCULINO;NEGRA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;24;segunda-feira;ADULTO;NI;NI
HOMICIDIO;14:45;IGAPÓ;TERCEIRA TV DEUS NOS GUIA, BEIRA DO RIO IGAPO;FEMININO;NEGRA;25;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;15;terça-feira;ADULTO;15;VESPERTINO
HOMICIDIO;18:00;IGAPÓ;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;24;OPERADOR DE MAQUINA;ENSINO MEDIO COMPLETO;ARMA BRANCA;abril;20;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;12:50;IGAPÓ;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;20;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;11;sexta-feira;ADULTO;13;VESPERTINO
HOMICIDIO;20:46;IGAPÓ;R SANTO INACIO, 885;MASCULINO;NEGRA;46;PORTEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;20;sábado;ADULTO;21;NOTURNO
HOMICIDIO;20:01;IGAPÓ;AREA DE MANGUE;MASCULINO;PARDA;19;NI;NI;ARMA BRANCA;novembro;7;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;12:13;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;novembro;9;domingo;ADULTO;12;MATUTINO
HOMICIDIO;NI;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;dezembro;22;segunda-feira;ADULTO;NI;NI
HOMICIDIO;NI;IGAPÓ;AV TOMAZ LANDIM;FEMININO;BRANCA;18;DESOCUPADO(A);NI;ARMA DE FOGO;dezembro;22;segunda-feira;ADULTO;NI;NI
HOMICIDIO;18:00;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;junho;21;sábado;ADOLESCENTE;18;VESPERTINO
HOMICIDIO;23:38;IGAPÓ;BR 101 - NA PARADA DAS MANGUEIRAS RD;MASCULINO;PARDA;36;DESOCUPADO(A);NI;ARMA DE FOGO;janeiro;1;quarta-feira;ADULTO;24;NOTURNO
HOMICIDIO;18:00;IGAPÓ;CADAVER ENCONTRADO POR TRAS DA ESCOLA IRMA ARCANGELA;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;novembro;14;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;IGAPÓ;ENCONTRADO NA BR 101 NORTE;MASCULINO;PARDA;31;NI;NI;ARMA DE FOGO;novembro;1;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;NI;IGAPÓ;PROXIMO AO ATACADAO, MANGUEZAL;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;outubro;28;terça-feira;ADOLESCENTE;NI;NI
HOMICIDIO;15:19;IGAPÓ;R FEFTA SANTIAGO;MASCULINO;PARDA;39;NI;NI;ARMA DE FOGO;dezembro;5;sexta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;20:25;IGAPÓ;R SANAT LUZIA;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;dezembro;30;terça-feira;ADULTO;20;NOTURNO
HOMICIDIO;18:00;IGAPÓ;R SANTO AGOSTINHO;FEMININO;BRANCA;26;NI;NI;ARMA DE FOGO;outubro;27;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;NI;IGAPÓ;TV VULPIANO CAVALCANTE - VILA PARAISO (OBITO NO HOSP. W. GURGEL);MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;abril;8;terça-feira;ADULTO;NI;NI
HOMICIDIO;23:22;IGAPÓ;R SGTº CLOVIS;MASCULINO;BRANCA;27;ESTUDANTE D;SUPERIOR;ARMA DE FOGO;março;8;sábado;ADULTO;23;NOTURNO
HOMICIDIO;12:13;LAGOA AZUL;FEIRA LIVRE DO CJ NOVA NATAL;MASCULINO;BRANCA;22;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;fevereiro;9;domingo;ADULTO;12;MATUTINO
HOMICIDIO;21:27;LAGOA AZUL;R DA FEIRA DO LOTEAMENTO LAGOA AZUL;MASCULINO;PARDA;24;BISCATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;março;9;domingo;ADULTO;21;NOTURNO
HOMICIDIO;15:43;LAGOA AZUL;EM UM MATAGAL;MASCULINO;PARDA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;29;sábado;ADULTO;16;VESPERTINO
HOMICIDIO;18:00;LAGOA AZUL;ESTRADA PARALELA A R PRINCIPAL, LOT NORDELANDIA;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;31;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;LAGOA AZUL;R AMELIA CRISTINA Nº 1410, LOTEAMENTO BOA ESPERANCA;MASCULINO;NEGRA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;20;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;20:18;LAGOA AZUL;R CANTOR CARLOS ALEXANDRE, 140, LOTEAMENTO CAMARA CASCUDO;MASCULINO;NEGRA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;29;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;21:27;LAGOA AZUL;R DA QUINA, NOVA NATAL;MASCULINO;NEGRA;23;AUXILIAR DE PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;19;terça-feira;ADULTO;21;NOTURNO
LATROCINIO;18:00;LAGOA AZUL;R DO CORDAO ENCARNADO - NOVA NATAL;MASCULINO;PARDA;26;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;6;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;19:46;LAGOA AZUL;R RIBEIRAO Nº 46 ,LOT. ELDORADO LT;MASCULINO;BRANCA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;3;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;09:25;LAGOA AZUL;TV EPAMINONDAS DA SILVEIRA FILHO;MASCULINO;NEGRA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;27;quarta-feira;ADULTO;9;MATUTINO
HOMICIDIO;23:38;LAGOA AZUL;VIA PUBLICA;MASCULINO;PARDA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;4;sexta-feira;ADULTO;24;NOTURNO
HOMICIDIO;23:57;LAGOA AZUL;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;23;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;7;domingo;ADULTO;24;NOTURNO
HOMICIDIO;15:43;LAGOA AZUL;BR 101;MASCULINO;BRANCA;29;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;24;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;19:03;LAGOA AZUL;R CCAB SUL ;MASCULINO;NEGRA;18;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;16;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;21:02;LAGOA AZUL;R DA BERLINDA, EM FRENTE A CASA 1120, NOVA NATAL;MASCULINO;NEGRA;27;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;14;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;23:35;LAGOA AZUL;R DOS ALFINIS NA PIZZARIA DO ZE - PROX. A ANTIGA LOTERIA;MASCULINO;BRANCA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;18;terça-feira;ADULTO;24;NOTURNO
HOMICIDIO;NI;LAGOA AZUL;R DOS CORAIS (CAMPO VIZINHO A ESCOLA ESTADUAL MIRIAM COELI - NOVA NATAL);MASCULINO;NEGRA;23;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;26;sábado;ADULTO;NI;NI
HOMICIDIO;18:00;LAGOA AZUL;R MONTE CAPITOLIA - NORDELANDIA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;19;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;NI;LAGOA AZUL;R PROFESSORA MARIA VARELA;MASCULINO;PARDA;19;AUXILIAR DE PORTARIA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;22;terça-feira;ADULTO;NI;NI
HOMICIDIO;20:01;LAGOA AZUL;R APOSTOLO FELIPE 48;MASCULINO;NEGRA;37;NI;NI;ARMA BRANCA;novembro;29;sábado;ADULTO;20;NOTURNO
HOMICIDIO;09:25;LAGOA AZUL;R GUSTAVO JOSE DE PAULA GOMES;MASCULINO;PARDA;39;DESOCUPADO(A);NI;ARMA BRANCA;abril;18;sexta-feira;ADULTO;9;MATUTINO
HOMICIDIO;19:46;LAGOA AZUL;AV AMELIA CRISTINA EM FRENTE A CASA DE N° 553 - LOTEAMENTO BOA ESPERANCA;MASCULINO;PARDA;32;NI;NI;ARMA DE FOGO;novembro;9;domingo;ADULTO;20;NOTURNO
HOMICIDIO;22:12;LAGOA AZUL;AV BELA VISTA, CONJUNTO CIDADE PRAI;MASCULINO;PARDA;14;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;novembro;24;segunda-feira;ADOLESCENTE;22;NOTURNO
HOMICIDIO;20:02;LAGOA AZUL;CAMINHO NAO PAVIMENTADO, REGIAO DE MATAGAL, GRAMORE;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;novembro;16;domingo;ADULTO;20;NOTURNO
HOMICIDIO;17:10;LAGOA AZUL;ESTRADA CARROCAVEL ENTRE A BR 101 E O LOTEAMENTO NODERLANDIA;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;janeiro;31;sexta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;NI;LAGOA AZUL;ESTRADA CARROCAVEL POR TRAZ DO COLEGIO SABINO;MASCULINO;NEGRA;20;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;21;sexta-feira;ADULTO;NI;NI
HOMICIDIO;17:10;LAGOA AZUL;ESTRADA CARROCAVEL QUE LIGA NORDELANDIA A BR 101 NORTE;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;outubro;15;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;19:06;LAGOA AZUL;MATAGAL DE TERRENO BALDIO;FEMININO;BRANCA;30;DESOCUPADO(A);NI;ARMA DE FOGO;dezembro;2;terça-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:15;LAGOA AZUL;NORDELANDIA;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;outubro;27;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;NI;LAGOA AZUL;NORDERLANDIA;MASCULINO;PARDA;28;DESEMPREGADO;NI;ARMA DE FOGO;abril;16;quarta-feira;ADULTO;NI;NI
HOMICIDIO;01:48;LAGOA AZUL;R ANITA MARQUES - VIA PUBLICA;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;fevereiro;11;terça-feira;ADOLESCENTE;2;MADRUGADA
HOMICIDIO;01:41;LAGOA AZUL;R DO ABOIO EM FRENTE AO Nº 946;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;junho;17;terça-feira;ADULTO;2;MADRUGADA
HOMICIDIO;20:44;LAGOA AZUL;R DOM PEDRO I, LOTEAMENTO JOSE SARNEY;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;novembro;26;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;23:22;LAGOA AZUL;R DR MARIANO DA SILVA, LOTEAMENTO CAMARA CASCUDO;MASCULINO;PARDA;51;DESOCUPADO(A);NI;ARMA DE FOGO;setembro;21;domingo;ADULTO;23;NOTURNO
HOMICIDIO;12:13;LAGOA AZUL;R IVAIPURA, CONJUNTO SANTAREM;MASCULINO;BRANCA;18;DESOCUPADO(A);NI;ARMA DE FOGO;novembro;10;segunda-feira;ADULTO;12;MATUTINO
HOMICIDIO;19:21;LAGOA AZUL;R MESTRE LUCARINO, 20, LOTEAMENTO ALIANCA;MASCULINO;PARDA;47;NI;NI;ARMA DE FOGO;dezembro;26;sexta-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:04;LAGOA AZUL;R MISSAO DE CRISTO, EM FRENTE AO N° 374-B;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;novembro;21;sexta-feira;ADULTO;19;NOTURNO
HOMICIDIO;04:09;LAGOA AZUL;R PALMIRA MAIA COSTA, 408 NORDELANDIA;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;junho;7;sábado;ADULTO;4;MADRUGADA
HOMICIDIO;07:56;LAGOA AZUL;R PALMIRA MAIA COSTA, 408 NORDELANDIA;MASCULINO;NEGRA;24;NI;NI;ARMA DE FOGO;junho;7;sábado;ADULTO;8;MATUTINO
HOMICIDIO;10:17;LAGOA AZUL;R ROYAL CINEMA, 2998, NOVA NATAL;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;junho;30;segunda-feira;ADULTO;10;MATUTINO
HOMICIDIO;18:00;LAGOA AZUL;TV DOS BORGES, LOTEAMENTO JOSE SARNEY;FEMININO;PARDA;28;NI;NI;ARMA DE FOGO;junho;29;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;LAGOA NOVA;AV BERNANDO VIEIRA;MASCULINO;NEGRA;28;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;outubro;7;terça-feira;ADULTO;21;NOTURNO
HOMICIDIO;21:27;LAGOA NOVA;AV XAVIER DA SILVEIRA;MASCULINO;BRANCA;17;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;8;sábado;ADOLESCENTE;21;NOTURNO
HOMICIDIO;21:37;LAGOA NOVA;AV CAP MOR GOUVEIA;MASCULINO;BRANCA;31;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;14;segunda-feira;ADULTO;22;NOTURNO
HOMICIDIO;18:34;LAGOA NOVA;R AMETISTA - CALCADA DA PRACA ;FEMININO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;29;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;00:13;LAGOA NOVA;R EDUARDO GURGEL;MASCULINO;BRANCA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;29;sábado;ADULTO;0;NOTURNO
HOMICIDIO;10:17;LAGOA NOVA;R SAO VICENTE;MASCULINO;NEGRA;31;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;15;quarta-feira;ADULTO;10;MATUTINO
HOMICIDIO;18:00;LAGOA NOVA;VIA PUBLICA, LOTEAMENTO BOA ESPERANCA, NOVA NATAL;MASCULINO;NEGRA;19;REPOSITOR DE ESTOQUE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;10;quarta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;LAGOA NOVA;AV SALGADO FILHO, PROXIMO AO PORTUGAL CENTER;MASCULINO;NEGRA;27;DESOCUPADO(A);NI;ARMA BRANCA;agosto;30;sábado;ADULTO;21;NOTURNO
HOMICIDIO;21:02;LAGOA NOVA;R ESTACIO DE SA;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;julho;3;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;23:51;LAGOA NOVA;R LAURO MEDEIROS;MASCULINO;PARDA;23;DESOCUPADO(A);NI;ARMA DE FOGO;março;20;quinta-feira;ADULTO;24;NOTURNO
HOMICIDIO;18:27;LAGOA NOVA;R PERITO JOSE LOURENCO;MASCULINO;PARDA;65;APOSENTADO(A);NI;ESPANCAMENTO;julho;11;sexta-feira;IDOSO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;23:41;LAGOA NOVA;AV: BERNARDO VIEIRA;MASCULINO;NEGRA;40;NI;NI;OBJETO CONTUNDENTE;outubro;25;sábado;ADULTO;24;NOTURNO
HOMICIDIO;05:15;LAGOA NOVA;R AMETISTA - CALCADA DA PRACA ;MASCULINO;PARDA;28;ESTUDANTE D;SUPERIOR;ARMA DE FOGO;maio;29;quinta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;17:59;LAGOA SECA;R RITINHA COELHO S/N ;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;novembro;16;domingo;ADOLESCENTE;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;04:47;LAGOA SECA;R JOSE FARACHE, EM FRENTE A LOJA FENIX (PROX AO MIDWAY MALL);MASCULINO;PARDA;21;NI;NI;OBJETO CONTUNDENTE;dezembro;24;quarta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;20:25;MÃE LUÍZA;R CAMARAGIBE;MASCULINO;PARDA;52;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;abril;18;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;22:55;MÃE LUÍZA;R JAO XXIII ;MASCULINO;PARDA;23;ENTREGADOR DE GAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;novembro;26;quarta-feira;ADULTO;23;NOTURNO
HOMICIDIO;NI;MÃE LUÍZA;R ATALAIA, 791;FEMININO;PARDA;36;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;22;terça-feira;ADULTO;NI;NI
HOMICIDIO;18:00;MÃE LUÍZA;R JOAO XXIII, ESQUINA DA 4ª TV, PROXIMO A IGREJA;MASCULINO;NEGRA;29;BISCATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;27;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;MÃE LUÍZA;TV LARGO DO FAROL Nº 02;MASCULINO;NEGRA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;2;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;NI;MÃE LUÍZA;R GUANABARA - EM FRENTE AO BAR DO DIDI;MASCULINO;BRANCA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;10;segunda-feira;ADULTO;NI;NI
HOMICIDIO;01:48;MÃE LUÍZA;R JOAO XXIII, EM FRENTE AO Nº 749;MASCULINO;NEGRA;32;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;17;domingo;ADULTO;2;MADRUGADA
HOMICIDIO;19:27;MÃE LUÍZA;R LARGO DO FAROL - FRONTEIRA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;22;sábado;ADULTO;19;NOTURNO
HOMICIDIO;22:55;MÃE LUÍZA;"NA TV JABOATAO, CONHECIDA COMO ""BECO DO VEINHO"", PROX A R CAMARAGIBE, PROX A MERCEARIA DO ROMUALDO";MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;junho;6;sexta-feira;ADOLESCENTE;23;NOTURNO
HOMICIDIO;12:53;MÃE LUÍZA;R GUANABARA;MASCULINO;NEGRA;28;NI;NI;ARMA DE FOGO;abril;12;sábado;ADULTO;13;VESPERTINO
HOMICIDIO;NI;MÃE LUÍZA;R GUANABARA;MASCULINO;NEGRA;41;NI;NI;ARMA DE FOGO;junho;29;domingo;ADULTO;NI;NI
HOMICIDIO;15:38;MÃE LUÍZA;R SAQUAREMA VP;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;janeiro;11;sábado;ADULTO;16;VESPERTINO
HOMICIDIO;NI;MÃE LUÍZA;5ª TV JOAO XXIII;MASCULINO;PARDA;30;NI;NI;ARMA DE FOGO;outubro;27;segunda-feira;ADULTO;NI;NI
HOMICIDIO;18:00;MÃE LUÍZA;ENCONTRADO NA TV FLORESTAL EM FRENTE AO Nº 36;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;setembro;30;terça-feira;ADOLESCENTE;18;VESPERTINO
HOMICIDIO;05:52;MÃE LUÍZA;R NOVA;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;novembro;23;domingo;ADULTO;6;MADRUGADA
HOMICIDIO;18:00;MÃE LUÍZA;R SAQUAREMA;MASCULINO;NEGRA;30;NI;NI;ARMA DE FOGO;novembro;30;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;NEÓPOLIS;R SAO MIGUEL DOS CARIBES;MASCULINO;BRANCA;46;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;16;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;09:25;NEÓPOLIS;AV AYRTON SENNA;MASCULINO;BRANCA;25;MOTOTAXISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;22;terça-feira;ADULTO;9;MATUTINO
